800 0.0170611063666667 0.0142412824266667 0.00345643333333333 0.00228154297815016 0.00190046166929916
1000 0.0231617927533333 0.0218131078533333 0.003587642 0.00309100907065794 0.00291108044435578
1200 0.0276677767466667 0.0261545969933333 0.00349466066666667 0.00369267454463218 0.00348999895397293
1400 0.0345603942733333 0.0333558720666667 0.003528404 0.00461204423203115 0.00444936912916067
1600 0.0365193049266667 0.03502244964 0.00348369266666667 0.00487273007529796 0.00467079942765013
1800 0.04937191008 0.04816269886 0.003530836 0.00658459703215827 0.00642209955872793
2000 0.06223726274 0.0608612531866667 0.00356570933333333 0.00830066088435408 0.00811576602898877


800 0.0192227204466667 0.0168639656533333 0.00374247266666667 0.0025746411154066 0.002254157950709
1000 0.0228797117866667 0.02215646126 0.00376380266666667 0.00307261701782437 0.00295900956763181
1200 0.0258926550666667 0.025589338 0.003782162 0.0034770795802849 0.00341559162745315
1400 0.0320453484866667 0.0324770931533333 0.00375170666666667 0.00428823964598525 0.00433584963803788
1600 0.0359581947266667 0.0369795637333333 0.00379975666666667 0.00480937523655211 0.0049342904193412
1800 0.0458975315066667 0.0462361819866667 0.00379266666666667 0.00613604186383018 0.00617070442122407
2000 0.0543054103933333 0.0556186210933333 0.00380104266666667 0.0073019043287328 0.00742078505891542


800 0.02271792094 0.0184916653466667 0.00732908266666667 0.00307118196206443 0.00248432532337792
1000 0.0234130700466667 0.0243858651733333 0.00737765666666667 0.00449929179813938 0.00326260974804619
1200 0.02930930456 0.0289045973 0.00741252866666667 0.00395155185105708 0.003878655492497
1400 0.0365470091533333 0.0384516554533333 0.007400958 0.00490274421899307 0.00513911890848212
1600 0.0423708120933333 0.0449918758933333 0.00758989533333333 0.00569110577934549 0.00602584688118555
1800 0.0508728345266667 0.05491771764 0.00726613933333333 0.00684528377058701 0.00733735227973921
2000 0.0627576669 0.0692440038733333 0.00715096733333333 0.00843568539207934 0.00925261997208545


